course_code,course_name,course_link,page_number
N/A,ART 341 - The Visual Book II: Historical Influences on Contemporary Artists’ Books,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2551,2
N/A,ART 342 - Book Arts Summer Workshop,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2552,2
N/A,ART 352 - Experimental Drawing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2553,2
N/A,ART 361 - Intermediate Drawing and Painting: The Figure,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2554,2
N/A,ART 372 - Digital Photography,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2555,2
N/A,ART 382 - Experimental Printmaking,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2556,2
N/A,ART 393 - Topics in Sculpture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2557,2
N/A,ART 400 - Internship in the Visual Arts,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2559,2
N/A,ART 401 - Senior Seminar in Studio Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2560,2
N/A,ART 407 - Advanced Problems in Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2562,2
N/A,ART 408 - Independent Study in Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2563,2
N/A,ART 412 - Topics in Studio Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2567,2
N/A,ART 431 - Advanced Ceramics I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2571,2
N/A,ART 432 - Advanced Ceramics II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2572,2
N/A,ART 441 - Advanced Studio in Book Arts,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2573,2
N/A,ART 461 - Advanced Drawing and Painting I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2574,2
N/A,ART 462 - Advanced Drawing and Painting II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2575,2
N/A,ART 471 - Advanced Studio in Photography and Digital Art I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2576,2
N/A,ART 472 - Advanced Studio in Photography and Digital Art II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2577,2
N/A,ART 481 - Advanced Printmaking I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2578,2
N/A,ART 482 - Advanced Printmaking II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2579,2
N/A,ART 491 - Advanced Sculpture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2580,2
N/A,ART 492 - Advanced Sculpture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2581,2
N/A,AED 221 - Practicum in Art Education,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2521,2
N/A,AED 222 - Art Lab,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2522,2
N/A,AED 321 - Principles and Procedures in Art Education,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2539,2
N/A,AED 324 - Student Teaching,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2544,2
N/A,AED 400 - Community Art Education Internship (CAED),https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2558,2
N/A,AED 407 - Advanced Problems in Art Education,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2561,2
N/A,AED 421 - Seminar in Art Education,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2569,2
N/A,AED 428 - Independent Study in Art Education,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2570,2
N/A,ARH 111 - Art History: Prehistoric through Medieval,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2514,2
N/A,ARH 112 - Art History: Renaissance to the Present,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2515,2
N/A,ARH 310 - Art History: Cross-Cultural Perspectives,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2534,2
N/A,ARH 311 - Gender Identity and Modern Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2535,2
N/A,ARH 312 - Art as Social Action,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2536,2
N/A,ARH 318 - History of Photography,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2538,2
N/A,ARH 321 - Classical Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2540,2
N/A,ARH 322 - Medieval Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2542,2
N/A,ARH 323 - Renaissance Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2543,2
N/A,ARH 325 - American Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2545,2
N/A,ARH 326 - Nineteenth-Century European Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2546,2
N/A,ARH 327 - Modern Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2547,2
N/A,ARH 328 - Contemporary Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2548,2
N/A,ARH 329 - Asian Art,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2549,2
N/A,ARH 410 - Seminar in Art History,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2564,2
N/A,ARH 412 - Topics in Art History,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2566,2
N/A,ARH 418 - Independent Study in Art History,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2568,2
N/A,AST 100 - Astronomy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3873,2
N/A,AST 103 - Exercises and Experiments in Astronomy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3876,2
N/A,BIO 101 - Biological Foundations,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2582,2
N/A,BIO 102 - Biological Experiences,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2583,2
N/A,BIO 103 - Introduction to Marine Biology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2584,2
N/A,BIO 104 - Marine Biology Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2585,2
N/A,BIO 105 - Biological Principles I: Cellular Biology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2586,2
N/A,BIO 106 - Laboratory Biology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2587,2
N/A,"BIO 107 - Biological Principles II: Evolution, Biodiversity, and Ecology",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2588,2
N/A,BIO 109 - Biological Principles III: Functional Biology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2589,2
N/A,BIO 111 - Human Anatomy and Physiology I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2590,2
N/A,BIO 112 - Practical Human Anatomy and Physiology I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2591,2
N/A,BIO 113 - Human Anatomy and Physiology II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2592,2
N/A,BIO 114 - Practical Human Anatomy and Physiology II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2593,2
N/A,BIO 201 - Genetics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2594,2
N/A,BIO 203 - Ecology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2595,3
N/A,BIO 217 - Evolution,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2596,3
N/A,BIO 221 - Human Anatomy and Physiology for Biology Majors I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2597,3
N/A,BIO 223 - Human Anatomy and Physiology for Biology Majors II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2598,3
N/A,BIO 231 - Botany,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2599,3
N/A,BIO 281 - Microbiology for Health Sciences,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2600,3
N/A,BIO 282 - Microbiology Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2601,3
N/A,BIO 291 - Ornithology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2602,3
N/A,BIO 305 - Developmental Biology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2603,3
N/A,BIO 306 - Developmental Biology Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2604,3
N/A,BIO 309 - Comparative Vertebrate Anatomy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2605,3
N/A,BIO 311 - Microbiology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2606,3
N/A,BIO 321 - Neurobiology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2607,3
N/A,BIO 322 - Neurobiology Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2608,3
N/A,BIO 335 - Entomology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2609,3
N/A,BIO 337 - Marine Ecology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2610,3
N/A,BIO 345 - Pathophysiology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2611,3
N/A,BIO 351 - Invertebrate Zoology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2612,3
N/A,BIO 353 - Vertebrate Zoology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2613,3
N/A,BIO 361 - Parasitology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2614,3
N/A,BIO 362 - Parasitology Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2615,3
N/A,BIO 383 - Plant Ecology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2616,3
N/A,BIO 401 - Animal Physiology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2617,3
N/A,BIO 402 - Animal Physiology Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2618,3
N/A,BIO 405 - Animal Behavior,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2619,3
N/A,BIO 406 - Animal Behavior Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2620,3
N/A,BIO 407 - Environmental Modulation of Developmental Mechanisms,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2621,3
N/A,BIO 409 - Cell and Molecular Biology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2622,3
N/A,BIO 410 - Cell and Molecular Biology Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2623,3
N/A,BIO 413 - Applied Biostatistics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2624,3
N/A,BIO 415 - Microbial Ecology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2625,3
N/A,BIO 416 - Microbial Ecology Lab,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2626,3
N/A,BIO 417 - Issues in Evolution,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2627,3
N/A,BIO 419 - Human Evolution,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2628,3
N/A,BIO 421 - Biology Seminar,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2629,3
N/A,BIO 423 - Topics in Genetics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2630,3
N/A,BIO 431 - Principles of Immunology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2631,3
N/A,BIO 432 - Immunology Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2632,3
N/A,BIO 441 - Problems in Biology (Independent Studies),https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2633,3
N/A,BIO 442 - Honors Thesis in Biology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2634,3
N/A,BIO 443 - Internship,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2635,3
N/A,BUS 188 - Introductory ICE Topics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2637,3
N/A,BUS 200 - Introduction to Business,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2639,3
N/A,BUS 203 - Career Planning and Development,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2641,3
N/A,BUS 210 - Managing Sport for Society,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2642,3
N/A,BUS 241 - Applied Business Modeling,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2644,3
N/A,BUS 260 - Marketing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2645,3
N/A,BUS 280 - Legal Environment of Business,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2647,3
N/A,BUS 284 - Enactus Project,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2648,3
N/A,BUS 295 - Internship in Business Administration,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2650,3
N/A,BUS 300 - Entrepreneurial Thinking,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2654,3
N/A,BUS 301 - Business Analytics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2656,3
N/A,BUS 311 - Sport Marketing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2658,3
N/A,BUS 312 - Sport Law,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2659,3
N/A,BUS 314 - Sport Media & Communication,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2660,3
N/A,BUS 315 - Revenue Generation in Sport,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2661,3
N/A,BUS 316 - Sport Event & Facility Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2662,3
N/A,BUS 318 - Sport Governance & Policy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2663,3
N/A,BUS 319 - Sport Tourism,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2664,3
N/A,BUS 321 - Independent Projects in Marketing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2667,3
N/A,BUS 322 - Sport Consumer Behavior,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2669,3
N/A,BUS 334 - Introduction to Organizational Change,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5669,3
N/A,BUS 335 - International Business,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2677,3
N/A,BUS 336 - Approved International Experience,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2678,3
N/A,BUS 337 - Approved International Business Experience,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2679,3
N/A,BUS 338 - Strategic Management of Technology & Innovation,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5670,3
N/A,BUS 339 - Business Ethics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5629,3
N/A,BUS 340 - Managing Organizational Behavior,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2681,3
N/A,BUS 341 - New Product Development,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2682,3
N/A,BUS 342 - Leadership,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2683,3
N/A,BUS 343 - Management Skills,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5671,3
N/A,BUS 344 - Business Negotiation,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5672,3
N/A,BUS 345 - Technology Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2684,3
N/A,BUS 346 - Strategic Human Resource Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2685,3
N/A,BUS 347 - Triple-Bottom-Line Business,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2686,3
N/A,BUS 348 - Sustainable Business Practicum,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2687,3
N/A,BUS 351 - Cross-Cultural Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5673,3
N/A,BUS 356 - Digital Marketing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2690,3
N/A,BUS 358 - E-Commerce,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2691,3
N/A,BUS 359 - Social Media Marketing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5674,3
N/A,BUS 360 - Marketing Strategy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2692,3
N/A,BUS 361 - International Marketing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2693,3
N/A,BUS 362 - Market Opportunity Analysis,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2694,3
N/A,BUS 363 - Branding and Advertising,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2695,3
N/A,BUS 364 - Professional Selling,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2696,3
N/A,BUS 365 - Consumer Behavior,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2697,3
N/A,BUS 366 - Sales Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2698,3
N/A,BUS 367 - Marketing Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2699,3
N/A,BUS 369 - Marketing Research,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2700,3
N/A,BUS 372 - Supply Chain Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2702,3
N/A,BUS 373 - Project Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2703,3
N/A,BUS 374 - Purchasing and Procurement,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2704,3
N/A,BUS 375 - Production/Operations Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2705,3
N/A,BUS 376 - Advanced Topics in Strategy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5688,3
N/A,BUS 377 - Information Visualization,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2706,3
N/A,BUS 378 - Sport Management Practicum,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2707,3
N/A,BUS 380 - Advanced Legal Issues in Business,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2708,3
N/A,BUS 382 - International Business Law,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2709,3
N/A,BUS 383 - Social Entrepreneurship,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2710,3
N/A,BUS 384 - Enactus Project Leadership,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2711,3
N/A,BUS 385 - Entrepreneurship and Venture Creation,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2712,4
N/A,BUS 386 - Creative Strategies for Entrepreneurs,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2713,4
N/A,BUS 387 - Design Thinking,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2714,4
N/A,BUS 388 - Launching a Global Social Enterprise,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2715,4
N/A,BUS 389 - Self-directed Innovation Project,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2716,4
N/A,"BUS 390 - Internship in Innovation, Creativity and Entrepreneurship",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2717,4
N/A,BUS 391 - Internship in Sustainable Business,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2718,4
N/A,BUS 392 - Internship in Marketing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2719,4
N/A,BUS 394 - Internship in International Business,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2720,4
N/A,BUS 395 - Internship I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2723,4
N/A,BUS 396 - Internship II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2727,4
N/A,BUS 397 - Internship in Sport Management/Advance Field Experience,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2730,4
N/A,BUS 398 - Professional Selling Practicum,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2731,4
N/A,BUS 399 - Special Topics in Business,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2732,4
N/A,BUS 450 - Business Policy and Strategy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2739,4
N/A,BUS 485 - Managing the Growing Entrepreneurial Venture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2740,4
N/A,BUS 490 - Independent Study,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2742,4
N/A,BAN 300 - Foundations of Data Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2653,4
N/A,BAN 340 - Data Mining for Business Analysts,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2680,4
N/A,BAN 350 - Data Visualization,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2688,4
N/A,BAN 395 - Internship in Business Analytics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2722,4
N/A,CHY 107 - Chemistry for Health Sciences,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2746,4
N/A,CHY 113 - Principles of Chemistry I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2747,4
N/A,CHY 114 - Laboratory Techniques I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2748,4
N/A,CHY 115 - Principles of Chemistry II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2749,4
N/A,CHY 116 - Laboratory Techniques II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2750,4
